Periodo,Estado,Variavel,Unidade,Nivel_Instrucao,Valor
202403,Curitiba - PR,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",%,Ensino médio incompleto ou equivalente,9.5
202404,Curitiba - PR,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",%,Ensino médio incompleto ou equivalente,10.6
202401,Florianópolis - SC,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",%,Ensino médio incompleto ou equivalente,13.9
202402,Florianópolis - SC,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",%,Ensino médio incompleto ou equivalente,15.1
202403,Florianópolis - SC,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",%,Ensino médio incompleto ou equivalente,15.0
202404,Florianópolis - SC,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",%,Ensino médio incompleto ou equivalente,15.0
202401,Porto Alegre - RS,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",%,Ensino médio incompleto ou equivalente,10.0
202402,Porto Alegre - RS,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",%,Ensino médio incompleto ou equivalente,11.8
202403,Porto Alegre - RS,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",%,Ensino médio incompleto ou equivalente,9.5
202404,Porto Alegre - RS,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",%,Ensino médio incompleto ou equivalente,10.0
202401,Campo Grande - MS,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",%,Ensino médio incompleto ou equivalente,9.5
202402,Campo Grande - MS,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",%,Ensino médio incompleto ou equivalente,10.0
202403,Campo Grande - MS,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",%,Ensino médio incompleto ou equivalente,8.9
202404,Campo Grande - MS,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",%,Ensino médio incompleto ou equivalente,12.7
202401,Cuiabá - MT,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",%,Ensino médio incompleto ou equivalente,12.1
202402,Cuiabá - MT,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",%,Ensino médio incompleto ou equivalente,12.4
202403,Cuiabá - MT,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",%,Ensino médio incompleto ou equivalente,11.6
202404,Cuiabá - MT,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",%,Ensino médio incompleto ou equivalente,12.3
202401,Goiânia - GO,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",%,Ensino médio incompleto ou equivalente,10.3
202402,Goiânia - GO,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",%,Ensino médio incompleto ou equivalente,10.3
202403,Goiânia - GO,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",%,Ensino médio incompleto ou equivalente,13.4
202404,Goiânia - GO,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",%,Ensino médio incompleto ou equivalente,9.5
202401,Brasília - DF,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",%,Ensino médio incompleto ou equivalente,6.6
202402,Brasília - DF,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",%,Ensino médio incompleto ou equivalente,6.5
202403,Brasília - DF,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",%,Ensino médio incompleto ou equivalente,7.6
202404,Brasília - DF,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",%,Ensino médio incompleto ou equivalente,6.9
202401,Porto Velho - RO,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,3.8
202404,Porto Velho - RO,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,0.4
202401,Rio Branco - AC,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,3.0
202402,Rio Branco - AC,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,2.1
202403,Rio Branco - AC,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,1.4
202404,Rio Branco - AC,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,2.6
202401,Manaus - AM,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,1.1
202402,Manaus - AM,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,0.9
202403,Manaus - AM,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,4.1
202404,Manaus - AM,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,2.5
202403,Boa Vista - RR,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,3.9
202404,Boa Vista - RR,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,1.2
202404,Macapá - AP,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,2.6
202401,São Luís - MA,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,2.1
202402,São Luís - MA,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,2.0
202403,São Luís - MA,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,1.3
202404,São Luís - MA,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,3.6
202404,Teresina - PI,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,0.6
202401,Fortaleza - CE,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,1.3
202402,Fortaleza - CE,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,0.2
202403,Fortaleza - CE,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,1.0
202404,Fortaleza - CE,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,1.7
202402,Natal - RN,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,0.6
202403,Natal - RN,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,0.7
202401,João Pessoa - PB,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,6.5
202402,João Pessoa - PB,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,3.0
202403,João Pessoa - PB,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,1.9
202404,João Pessoa - PB,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,3.5
202401,Recife - PE,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,5.4
202402,Recife - PE,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,1.6
202401,Maceió - AL,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,3.4
202402,Maceió - AL,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,3.7
202403,Maceió - AL,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,2.6
202404,Maceió - AL,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,1.7
202401,Aracaju - SE,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,1.6
202401,Salvador - BA,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,3.9
202402,Salvador - BA,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,7.6
202403,Salvador - BA,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,2.8
202404,Salvador - BA,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,4.8
202401,Belo Horizonte - MG,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,1.5
202404,Belo Horizonte - MG,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,3.8
202402,Vitória - ES,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,6.4
202401,Rio de Janeiro - RJ,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,2.2
202402,Rio de Janeiro - RJ,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,3.3
202403,Rio de Janeiro - RJ,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,3.6
202404,Rio de Janeiro - RJ,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,3.5
202401,São Paulo - SP,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,1.0
202402,São Paulo - SP,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,1.8
202403,São Paulo - SP,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,1.6
202404,São Paulo - SP,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,1.6
202401,Curitiba - PR,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,4.0
202402,Curitiba - PR,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,3.6
202403,Curitiba - PR,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,4.0
202401,Florianópolis - SC,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,8.7
202402,Florianópolis - SC,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,7.2
202402,Porto Alegre - RS,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,5.4
202403,Porto Alegre - RS,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,3.2
202404,Campo Grande - MS,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,2.8
202402,Goiânia - GO,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,0.9
202401,Brasília - DF,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,5.4
202402,Brasília - DF,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,2.8
202403,Brasília - DF,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,3.9
202404,Brasília - DF,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Sem instrução e menos de 1 ano de estudo,4.4
202401,Porto Velho - RO,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,1.6
202402,Porto Velho - RO,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,1.4
202403,Porto Velho - RO,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,1.5
202404,Porto Velho - RO,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,1.8
202401,Rio Branco - AC,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,3.5
202402,Rio Branco - AC,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,2.9
202403,Rio Branco - AC,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,3.1
202404,Rio Branco - AC,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,3.0
202401,Manaus - AM,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,4.4
202402,Manaus - AM,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,3.7
202403,Manaus - AM,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,3.1
202404,Manaus - AM,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,2.1
202401,Boa Vista - RR,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,4.1
202402,Boa Vista - RR,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,4.2
202403,Boa Vista - RR,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,3.0
202404,Boa Vista - RR,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,4.7
202401,Belém - PA,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,4.7
202402,Belém - PA,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,4.7
202403,Belém - PA,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,2.9
202404,Belém - PA,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,3.3
202401,Macapá - AP,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,6.0
202402,Macapá - AP,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,2.5
202403,Macapá - AP,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,4.8
202404,Macapá - AP,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,3.9
202401,Palmas - TO,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,3.6
202402,Palmas - TO,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,2.3
202403,Palmas - TO,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,1.9
202404,Palmas - TO,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,2.6
202401,São Luís - MA,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,3.5
202402,São Luís - MA,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,2.6
202403,São Luís - MA,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,4.4
202404,São Luís - MA,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,2.1
202401,Teresina - PI,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,2.9
202402,Teresina - PI,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,4.0
202403,Teresina - PI,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,2.0
202404,Teresina - PI,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,1.9
202401,Fortaleza - CE,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,2.2
202402,Fortaleza - CE,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,3.6
202403,Fortaleza - CE,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,2.2
202404,Fortaleza - CE,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,2.7
202401,Natal - RN,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,4.4
202402,Natal - RN,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,4.2
202403,Natal - RN,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,1.9
202404,Natal - RN,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,1.7
202401,João Pessoa - PB,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,5.4
202402,João Pessoa - PB,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,4.0
202403,João Pessoa - PB,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,5.0
202404,João Pessoa - PB,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,4.1
202401,Recife - PE,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,5.8
202402,Recife - PE,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,5.1
202403,Recife - PE,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,4.9
202404,Recife - PE,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,7.0
202401,Maceió - AL,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,3.2
202402,Maceió - AL,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,3.1
202403,Maceió - AL,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,3.1
202404,Maceió - AL,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,3.2
202401,Aracaju - SE,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,7.3
202402,Aracaju - SE,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,4.4
202403,Aracaju - SE,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,4.8
202404,Aracaju - SE,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,5.6
202401,Salvador - BA,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,9.2
202402,Salvador - BA,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,7.2
202403,Salvador - BA,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,4.7
202404,Salvador - BA,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,4.3
202401,Belo Horizonte - MG,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,4.5
202402,Belo Horizonte - MG,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,3.6
202403,Belo Horizonte - MG,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,3.9
202404,Belo Horizonte - MG,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,3.1
202401,Vitória - ES,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,4.0
202402,Vitória - ES,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,2.0
202404,Vitória - ES,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,1.2
202401,Rio de Janeiro - RJ,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,4.1
202402,Rio de Janeiro - RJ,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,3.3
202403,Rio de Janeiro - RJ,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,2.3
202404,Rio de Janeiro - RJ,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,2.3
202401,São Paulo - SP,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,3.5
202402,São Paulo - SP,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,2.9
202403,São Paulo - SP,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,2.6
202404,São Paulo - SP,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,2.7
202401,Curitiba - PR,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,2.4
202402,Curitiba - PR,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,1.7
202403,Curitiba - PR,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,3.3
202404,Curitiba - PR,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,2.1
202401,Florianópolis - SC,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,1.9
202402,Florianópolis - SC,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,2.5
202403,Florianópolis - SC,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,2.7
202404,Florianópolis - SC,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,1.3
202401,Porto Alegre - RS,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,2.0
202402,Porto Alegre - RS,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,5.8
202403,Porto Alegre - RS,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,2.5
202404,Porto Alegre - RS,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,2.7
202401,Campo Grande - MS,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,2.9
202402,Campo Grande - MS,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,1.1
202403,Campo Grande - MS,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,1.4
