Periodo,Estado,Variavel,Unidade,Nivel_Instrucao,Valor,UF,Regiao
202401,Pará,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,21.6,PA,Norte
202402,Pará,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,21.0,PA,Norte
202403,Pará,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,29.5,PA,Norte
202404,Pará,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,25.4,PA,Norte
202401,Amapá,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,43.7,AP,Norte
202402,Amapá,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,92.4,AP,Norte
202403,Amapá,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,56.6,AP,Norte
202404,Amapá,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,82.8,AP,Norte
202401,Tocantins,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,46.3,TO,Norte
202402,Tocantins,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,47.5,TO,Norte
202403,Tocantins,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,70.4,TO,Norte
202404,Tocantins,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,55.7,TO,Norte
202401,Maranhão,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,30.7,MA,Nordeste
202402,Maranhão,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,31.2,MA,Nordeste
202403,Maranhão,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,29.6,MA,Nordeste
202404,Maranhão,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,40.0,MA,Nordeste
202401,Piauí,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,29.1,PI,Nordeste
202402,Piauí,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,27.3,PI,Nordeste
202403,Piauí,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,33.3,PI,Nordeste
202404,Piauí,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,38.2,PI,Nordeste
202401,Ceará,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,29.5,CE,Nordeste
202402,Ceará,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,32.6,CE,Nordeste
202403,Ceará,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,25.1,CE,Nordeste
202404,Ceará,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,27.0,CE,Nordeste
202401,Rio Grande Do Norte,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,29.4,RN,Nordeste
202402,Rio Grande Do Norte,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,29.5,RN,Nordeste
202403,Rio Grande Do Norte,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,39.8,RN,Nordeste
202404,Rio Grande Do Norte,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,38.8,RN,Nordeste
202401,Paraíba,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,23.4,PB,Nordeste
202402,Paraíba,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,23.2,PB,Nordeste
202403,Paraíba,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,27.4,PB,Nordeste
202404,Paraíba,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,25.6,PB,Nordeste
202401,Pernambuco,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,18.1,PE,Nordeste
202402,Pernambuco,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,20.2,PE,Nordeste
202403,Pernambuco,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,19.8,PE,Nordeste
202404,Pernambuco,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,19.1,PE,Nordeste
202401,Alagoas,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,24.6,AL,Nordeste
202402,Alagoas,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,24.1,AL,Nordeste
202403,Alagoas,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,22.3,AL,Nordeste
202404,Alagoas,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,19.1,AL,Nordeste
202401,Sergipe,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,30.2,SE,Nordeste
202402,Sergipe,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,19.7,SE,Nordeste
202403,Sergipe,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,39.6,SE,Nordeste
202404,Sergipe,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,34.7,SE,Nordeste
202401,Bahia,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,21.8,BA,Nordeste
202402,Bahia,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,18.3,BA,Nordeste
202403,Bahia,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,28.7,BA,Nordeste
202404,Bahia,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,35.4,BA,Nordeste
202401,Minas Gerais,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,18.0,MG,Sudeste
202402,Minas Gerais,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,21.5,MG,Sudeste
202403,Minas Gerais,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,23.3,MG,Sudeste
202404,Minas Gerais,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,23.8,MG,Sudeste
202401,Espírito Santo,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,39.3,ES,Sudeste
202402,Espírito Santo,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,55.1,ES,Sudeste
202404,Espírito Santo,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,73.2,ES,Sudeste
202401,Rio De Janeiro,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,15.2,RJ,Sudeste
202402,Rio De Janeiro,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,16.5,RJ,Sudeste
202403,Rio De Janeiro,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,21.0,RJ,Sudeste
202404,Rio De Janeiro,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,23.3,RJ,Sudeste
202401,São Paulo,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,16.8,SP,Sudeste
202402,São Paulo,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,18.2,SP,Sudeste
202403,São Paulo,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,18.4,SP,Sudeste
202404,São Paulo,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,20.2,SP,Sudeste
202401,Paraná,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,35.1,PR,Sul
202402,Paraná,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,41.4,PR,Sul
202403,Paraná,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,24.5,PR,Sul
202404,Paraná,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,42.8,PR,Sul
202401,Santa Catarina,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,45.7,SC,Sul
202402,Santa Catarina,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,51.8,SC,Sul
202403,Santa Catarina,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,40.5,SC,Sul
202404,Santa Catarina,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,68.8,SC,Sul
202401,Rio Grande Do Sul,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,24.7,RS,Sul
202402,Rio Grande Do Sul,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,21.1,RS,Sul
202403,Rio Grande Do Sul,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,27.6,RS,Sul
202404,Rio Grande Do Sul,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,32.0,RS,Sul
202401,Mato Grosso Do Sul,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,29.1,MS,Centro-Oeste
202402,Mato Grosso Do Sul,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,46.8,MS,Centro-Oeste
202403,Mato Grosso Do Sul,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,49.0,MS,Centro-Oeste
202404,Mato Grosso Do Sul,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,44.8,MS,Centro-Oeste
202401,Mato Grosso,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,47.5,MT,Centro-Oeste
202402,Mato Grosso,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,49.2,MT,Centro-Oeste
202403,Mato Grosso,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,54.0,MT,Centro-Oeste
202404,Mato Grosso,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,99.9,MT,Centro-Oeste
202401,Goiás,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,32.4,GO,Centro-Oeste
202402,Goiás,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,28.2,GO,Centro-Oeste
202403,Goiás,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,31.0,GO,Centro-Oeste
202404,Goiás,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,23.6,GO,Centro-Oeste
202401,Distrito Federal,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,13.8,DF,Centro-Oeste
202402,Distrito Federal,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,18.5,DF,Centro-Oeste
202403,Distrito Federal,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,15.7,DF,Centro-Oeste
202404,Distrito Federal,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental incompleto ou equivalente,13.3,DF,Centro-Oeste
202401,Rondônia,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,45.9,RO,Norte
202402,Rondônia,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,50.0,RO,Norte
202403,Rondônia,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,74.9,RO,Norte
202404,Rondônia,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,71.7,RO,Norte
202401,Acre,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,29.4,AC,Norte
202402,Acre,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,44.2,AC,Norte
202403,Acre,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,27.0,AC,Norte
202404,Acre,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,38.8,AC,Norte
202401,Amazonas,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,28.4,AM,Norte
202402,Amazonas,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,27.9,AM,Norte
202403,Amazonas,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,28.6,AM,Norte
202404,Amazonas,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,28.2,AM,Norte
202401,Roraima,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,54.7,RR,Norte
202402,Roraima,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,37.7,RR,Norte
202403,Roraima,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,35.1,RR,Norte
202401,Pará,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,26.7,PA,Norte
202402,Pará,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,29.4,PA,Norte
202403,Pará,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,47.1,PA,Norte
202404,Pará,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,32.6,PA,Norte
202401,Amapá,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,40.5,AP,Norte
202402,Amapá,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,106.5,AP,Norte
202403,Amapá,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,75.9,AP,Norte
202404,Amapá,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,49.2,AP,Norte
202401,Tocantins,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,97.3,TO,Norte
202402,Tocantins,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,65.6,TO,Norte
202403,Tocantins,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,71.5,TO,Norte
202401,Maranhão,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,39.6,MA,Nordeste
202402,Maranhão,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,33.7,MA,Nordeste
202403,Maranhão,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,39.4,MA,Nordeste
202404,Maranhão,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,38.7,MA,Nordeste
202401,Piauí,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,35.3,PI,Nordeste
202402,Piauí,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,37.8,PI,Nordeste
202403,Piauí,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,35.0,PI,Nordeste
202404,Piauí,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,53.1,PI,Nordeste
202401,Ceará,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,38.1,CE,Nordeste
202402,Ceará,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,30.4,CE,Nordeste
202403,Ceará,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,34.2,CE,Nordeste
202404,Ceará,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,34.0,CE,Nordeste
202401,Rio Grande Do Norte,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,40.2,RN,Nordeste
202402,Rio Grande Do Norte,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,55.2,RN,Nordeste
202403,Rio Grande Do Norte,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,39.1,RN,Nordeste
202404,Rio Grande Do Norte,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,39.6,RN,Nordeste
202401,Paraíba,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,38.8,PB,Nordeste
202402,Paraíba,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,36.2,PB,Nordeste
202403,Paraíba,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,39.0,PB,Nordeste
202404,Paraíba,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,37.5,PB,Nordeste
202401,Pernambuco,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,27.2,PE,Nordeste
202402,Pernambuco,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,27.8,PE,Nordeste
202403,Pernambuco,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,40.8,PE,Nordeste
202404,Pernambuco,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,31.9,PE,Nordeste
202401,Alagoas,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,26.1,AL,Nordeste
202402,Alagoas,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,29.2,AL,Nordeste
202403,Alagoas,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,34.0,AL,Nordeste
202404,Alagoas,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,33.5,AL,Nordeste
202401,Sergipe,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,25.1,SE,Nordeste
202402,Sergipe,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,31.3,SE,Nordeste
202403,Sergipe,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,42.4,SE,Nordeste
202404,Sergipe,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,53.7,SE,Nordeste
202401,Bahia,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,41.3,BA,Nordeste
202402,Bahia,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,35.0,BA,Nordeste
202403,Bahia,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,50.8,BA,Nordeste
202404,Bahia,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,34.8,BA,Nordeste
202401,Minas Gerais,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,24.7,MG,Sudeste
202402,Minas Gerais,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,32.3,MG,Sudeste
202403,Minas Gerais,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,31.9,MG,Sudeste
202404,Minas Gerais,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",%,Ensino fundamental completo ou equivalente,28.0,MG,Sudeste
